,Customer_care_calls,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,On_time,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium,Gender_F
7309,4,268,2,8,4219,0,0,0,0,0,1,0,0,1,0,0,1,1
4333,5,255,6,3,4638,0,0,0,0,0,1,0,0,1,0,1,0,0
44,3,151,2,29,1328,1,1,0,0,0,0,0,0,1,0,1,0,0
7807,3,175,3,6,5150,0,0,0,0,0,1,1,0,0,1,0,0,1
7122,5,198,4,5,5025,1,0,0,0,1,0,1,0,0,0,1,0,1
9604,4,134,3,1,4064,1,0,0,1,0,0,1,0,0,0,0,1,1
6676,4,198,2,5,5724,1,0,0,1,0,0,0,0,1,0,1,0,0
648,4,202,3,2,3962,1,0,0,0,1,0,0,0,1,0,0,1,0
5901,3,271,3,9,5328,0,0,1,0,0,0,1,0,0,0,1,0,1
6239,3,175,3,10,4771,1,0,0,0,0,1,0,0,1,0,0,1,0
9085,5,140,8,2,4793,1,0,0,0,0,1,0,0,1,0,0,1,0
4250,5,194,5,8,4038,1,1,0,0,0,0,1,0,0,0,1,0,0
8704,3,206,3,9,5751,0,0,0,1,0,0,0,0,1,0,0,1,1
4755,6,291,4,8,1131,0,0,1,0,0,0,0,0,1,0,1,0,1
7832,5,265,2,2,5164,1,1,0,0,0,0,0,0,1,0,1,0,1
6018,6,278,4,6,1140,0,0,0,0,1,0,0,1,0,0,0,1,1
4607,3,232,2,2,5104,1,0,0,0,0,1,0,0,1,0,0,1,1
10632,2,273,4,3,5079,0,0,0,0,1,0,0,0,1,0,1,0,0
1704,3,245,2,16,2577,1,0,0,0,1,0,0,0,1,0,0,1,1
8097,4,153,3,5,5743,1,0,1,0,0,0,1,0,0,0,1,0,0
9813,5,229,4,1,4584,1,0,1,0,0,0,0,0,1,0,0,1,0
2382,3,244,3,8,3154,1,0,0,0,1,0,0,0,1,0,1,0,1
10320,3,273,3,8,4530,1,0,0,0,1,0,0,0,1,1,0,0,1
7413,5,245,5,5,1293,1,0,1,0,0,0,1,0,0,0,1,0,1
7061,3,257,4,10,4415,0,0,0,0,0,1,0,0,1,0,1,0,0
9514,3,255,3,10,5291,1,0,0,1,0,0,0,0,1,0,0,1,1
8406,3,238,2,5,4355,1,0,0,0,1,0,0,0,1,0,0,1,0
10611,5,262,5,7,4157,0,0,1,0,0,0,0,0,1,0,1,0,0
4266,3,169,3,3,5673,0,0,0,0,1,0,0,0,1,0,1,0,1
4822,6,260,4,9,1800,0,0,0,1,0,0,0,0,1,0,0,1,0
9018,3,185,4,6,5322,0,0,0,0,1,0,0,1,0,0,0,1,1
6247,3,177,4,6,5037,1,0,0,0,0,1,0,0,1,0,1,0,1
4045,5,248,8,2,4023,1,0,0,0,0,1,0,0,1,0,1,0,1
5482,5,217,2,4,4380,1,0,0,1,0,0,1,0,0,0,0,1,0
10353,3,196,6,6,5414,0,0,1,0,0,0,0,0,1,0,1,0,0
7614,5,178,4,10,5382,1,0,0,0,1,0,0,0,1,0,0,1,0
8219,4,173,3,8,4040,1,0,0,0,0,1,1,0,0,0,0,1,1
9313,3,174,3,2,4972,0,0,0,0,0,1,1,0,0,0,0,1,1
1980,3,157,2,29,1115,1,0,0,0,1,0,0,0,1,0,1,0,0
3536,4,259,2,7,4390,1,1,0,0,0,0,0,1,0,0,1,0,0
8343,4,219,5,2,1260,0,0,1,0,0,0,0,1,0,0,1,0,0
5161,4,130,3,3,4317,0,0,0,0,0,1,0,0,1,0,0,1,1
8615,4,239,5,7,1380,0,0,0,0,0,1,0,1,0,0,1,0,0
6252,5,241,2,6,4741,0,0,0,0,1,0,0,0,1,0,0,1,0
8921,4,250,5,6,1662,0,0,0,0,0,1,1,0,0,0,0,1,0
7922,4,169,4,5,5347,0,1,0,0,0,0,0,1,0,0,1,0,0
7874,4,236,4,1,4082,0,1,0,0,0,0,0,0,1,0,0,1,0
5193,4,268,6,3,4834,0,0,1,0,0,0,0,1,0,0,0,1,1
9084,2,204,10,1,4709,0,0,0,0,1,0,0,0,1,0,1,0,1
813,3,140,2,7,1401,1,0,1,0,0,0,0,1,0,1,0,0,1
3205,5,194,3,1,4331,0,0,0,0,0,1,0,0,1,0,1,0,1
7535,4,270,3,4,5566,0,0,0,0,0,1,1,0,0,0,0,1,1
10798,4,253,5,9,1438,0,0,0,1,0,0,0,1,0,0,0,1,1
8548,5,226,5,5,1323,0,0,0,1,0,0,0,0,1,0,0,1,0
5469,7,296,4,10,1230,1,0,1,0,0,0,0,1,0,0,1,0,1
6191,3,146,3,7,4126,0,0,0,0,0,1,0,0,1,0,0,1,1
4914,4,212,2,8,4239,0,0,0,0,1,0,0,1,0,0,0,1,0
6860,4,249,6,9,1673,1,1,0,0,0,0,1,0,0,0,1,0,1
5479,3,209,2,6,5095,1,0,0,0,0,1,1,0,0,0,0,1,0
2727,4,208,2,20,2759,1,0,1,0,0,0,0,1,0,1,0,0,1
2349,4,224,3,36,3499,1,0,1,0,0,0,0,0,1,0,0,1,1
6448,3,150,2,6,5987,0,0,0,1,0,0,1,0,0,0,1,0,1
713,3,273,2,16,2466,1,0,0,0,0,1,0,0,1,0,0,1,1
6153,5,269,2,2,5962,0,0,1,0,0,0,0,1,0,0,0,1,1
789,3,138,3,34,1159,1,0,1,0,0,0,0,0,1,0,0,1,1
8635,6,243,4,4,1768,0,0,0,0,0,1,1,0,0,0,1,0,0
8628,5,225,5,7,1168,0,0,0,0,1,0,1,0,0,0,1,0,0
2760,5,264,10,34,3441,1,0,0,0,1,0,0,0,1,0,0,1,1
2835,3,186,3,24,3262,1,0,1,0,0,0,0,0,1,0,1,0,0
6063,4,231,2,3,4696,0,0,1,0,0,0,0,0,1,0,0,1,0
3599,3,217,3,5,4883,1,0,0,0,0,1,0,0,1,0,1,0,1
7305,6,232,6,4,5877,0,0,1,0,0,0,0,0,1,0,1,0,0
4709,5,167,4,10,4325,0,0,0,0,0,1,0,0,1,0,1,0,0
4416,3,159,3,9,4555,0,0,0,0,1,0,0,0,1,0,0,1,0
9108,4,184,2,2,4429,0,0,0,0,1,0,0,0,1,0,0,1,1
6226,4,227,5,8,1982,1,0,0,1,0,0,0,0,1,0,1,0,0
666,5,254,4,37,2608,1,0,0,0,1,0,0,1,0,1,0,0,0
665,3,243,2,17,3230,1,0,0,0,0,1,0,1,0,0,0,1,0
3166,4,273,3,5,5055,0,0,0,1,0,0,1,0,0,0,0,1,0
611,4,147,2,20,1387,1,0,0,0,0,1,0,0,1,0,0,1,1
932,3,242,3,3,2268,1,1,0,0,0,0,0,1,0,0,0,1,1
3498,3,152,2,2,4136,0,0,0,0,1,0,0,0,1,0,0,1,1
10420,4,265,3,3,5177,0,0,0,1,0,0,1,0,0,0,0,1,0
8516,3,165,2,1,4768,0,1,0,0,0,0,0,0,1,0,0,1,0
5303,5,203,5,2,4845,0,0,0,0,0,1,0,0,1,0,0,1,0
7812,3,138,2,8,5714,0,0,0,0,1,0,1,0,0,0,0,1,0
1033,2,198,2,11,3686,1,0,0,0,0,1,0,0,1,0,1,0,0
912,4,161,3,6,1386,1,0,0,0,1,0,0,0,1,0,1,0,1
3236,2,231,2,10,4406,1,1,0,0,0,0,0,0,1,0,1,0,1
169,4,161,3,28,1809,1,0,0,0,0,1,0,0,1,0,0,1,1
8960,3,206,3,3,5746,1,1,0,0,0,0,0,0,1,0,1,0,1
5768,6,266,4,3,1503,1,1,0,0,0,0,1,0,0,0,1,0,0
3943,4,222,2,2,4425,0,0,0,0,0,1,0,0,1,0,0,1,0
1242,4,250,2,45,3021,1,0,0,0,1,0,1,0,0,0,0,1,0
5368,3,175,2,9,5643,1,0,0,1,0,0,0,0,1,0,0,1,0
6053,6,293,6,10,1919,1,0,0,0,0,1,0,0,1,0,1,0,1
6478,4,177,6,3,4392,1,0,0,1,0,0,0,0,1,0,1,0,1
281,5,147,3,23,1132,1,0,0,0,0,1,1,0,0,0,0,1,0
9641,3,264,2,6,5702,1,0,0,0,0,1,0,0,1,0,1,0,0
5592,4,264,4,9,5186,0,0,0,0,1,0,0,1,0,0,0,1,0
5737,5,248,2,6,5281,0,0,0,0,0,1,0,1,0,0,1,0,1
5965,4,239,6,2,1879,0,0,0,0,0,1,0,0,1,0,1,0,0
3589,3,121,2,2,5210,1,0,0,0,0,1,0,0,1,0,1,0,0
8212,3,186,4,6,5540,0,0,0,1,0,0,0,1,0,0,1,0,1
2633,3,229,6,33,2815,1,0,0,0,0,1,0,0,1,0,0,1,1
128,4,200,4,16,2060,1,1,0,0,0,0,0,1,0,0,0,1,0
2224,4,258,3,12,2017,1,0,0,1,0,0,0,0,1,0,1,0,1
10355,3,171,3,7,5318,1,0,0,0,0,1,0,0,1,0,0,1,1
9853,4,250,6,2,4246,0,0,0,0,0,1,0,1,0,0,0,1,0
3654,5,169,3,9,4289,1,0,0,0,1,0,0,0,1,0,1,0,1
6779,4,273,3,3,5749,1,0,0,0,0,1,0,0,1,0,1,0,1
10745,5,257,6,2,1258,1,0,0,0,0,1,0,0,1,0,1,0,0
8326,4,232,5,2,1386,0,0,0,1,0,0,0,0,1,0,0,1,0
10818,4,135,4,5,5934,0,0,0,0,1,0,1,0,0,0,1,0,1
7948,4,150,3,2,4383,0,0,0,1,0,0,1,0,0,1,0,0,1
1485,3,149,2,37,1080,1,0,1,0,0,0,0,1,0,0,0,1,1
9921,4,258,5,8,1306,0,0,1,0,0,0,0,0,1,0,1,0,0
941,5,165,2,46,1482,1,0,0,0,0,1,0,1,0,1,0,0,0
4350,2,211,4,1,5673,0,0,0,0,1,0,0,0,1,0,1,0,0
3323,5,244,2,5,4125,1,0,0,0,0,1,0,0,1,0,1,0,1
6895,5,237,5,2,1593,1,0,0,0,0,1,0,0,1,1,0,0,1
2462,5,224,4,43,2336,1,1,0,0,0,0,1,0,0,0,0,1,0
2860,4,168,2,41,1515,1,0,0,1,0,0,0,1,0,0,1,0,1
9463,5,205,3,1,4351,0,0,0,0,0,1,1,0,0,0,0,1,1
3869,5,253,2,2,4364,0,0,0,0,0,1,0,0,1,0,0,1,1
2572,2,282,5,51,1362,1,0,0,1,0,0,0,0,1,0,1,0,1
9198,4,267,4,8,5219,1,0,0,0,1,0,0,0,1,0,1,0,1
7230,4,171,2,10,5211,0,0,0,0,1,0,0,0,1,0,0,1,0
10217,4,254,5,8,1851,0,0,0,0,0,1,0,0,1,0,1,0,1
10853,5,139,2,3,5261,0,0,0,0,0,1,0,0,1,0,0,1,1
1211,4,140,3,9,1431,1,0,0,0,0,1,0,1,0,0,0,1,0
6871,5,266,5,10,1274,1,0,0,0,0,1,0,0,1,0,1,0,1
6079,2,167,3,8,4605,0,0,0,0,0,1,0,0,1,0,0,1,0
1829,3,257,2,46,2848,1,0,0,0,0,1,0,0,1,1,0,0,1
4525,4,173,2,5,4776,1,0,0,0,0,1,1,0,0,0,0,1,1
9885,5,275,5,6,1156,1,0,1,0,0,0,0,0,1,0,1,0,0
2216,4,166,3,62,1944,1,1,0,0,0,0,0,0,1,0,1,0,0
9995,6,272,2,7,4145,0,0,0,0,0,1,0,1,0,0,1,0,0
6116,5,220,3,9,5324,0,1,0,0,0,0,0,0,1,0,1,0,1
6281,6,287,4,9,1936,1,0,0,0,0,1,0,1,0,0,0,1,1
8898,6,253,4,2,1893,1,0,0,0,1,0,0,1,0,0,1,0,0
9511,4,171,3,10,4752,1,0,0,0,0,1,0,0,1,0,1,0,1
4001,2,205,3,1,5137,0,0,0,0,0,1,0,0,1,0,1,0,0
6718,4,142,3,6,4918,0,0,0,1,0,0,1,0,0,0,0,1,1
6001,4,270,5,3,1786,1,0,0,0,0,1,0,1,0,0,1,0,1
2286,5,234,2,61,3084,1,0,0,0,1,0,0,0,1,1,0,0,1
9186,6,297,5,5,1657,0,0,0,0,1,0,1,0,0,0,1,0,1
10626,5,180,2,9,5208,0,0,0,0,1,0,0,0,1,0,1,0,1
2071,3,153,2,51,1841,1,0,0,0,0,1,1,0,0,0,0,1,1
6092,5,279,4,3,4607,0,1,0,0,0,0,0,0,1,0,0,1,1
4222,5,168,4,5,5580,0,0,0,1,0,0,0,1,0,0,0,1,0
1365,3,167,3,1,1252,1,0,1,0,0,0,1,0,0,0,1,0,0
4615,2,254,2,8,5827,0,0,0,0,0,1,0,0,1,0,1,0,1
9195,5,236,5,8,1441,0,0,1,0,0,0,1,0,0,0,1,0,0
2705,3,253,5,63,3788,1,0,0,0,0,1,0,0,1,0,1,0,1
1879,3,143,2,63,1246,1,0,0,0,0,1,0,0,1,0,1,0,1
7023,3,273,3,6,5269,1,0,1,0,0,0,0,0,1,0,0,1,1
6397,4,250,3,4,5272,1,0,0,0,0,1,0,0,1,1,0,0,1
8158,3,227,3,6,5058,0,0,0,1,0,0,0,0,1,0,0,1,0
7919,5,223,3,4,4905,1,0,0,0,0,1,0,1,0,0,0,1,1
9371,6,191,5,1,4314,0,0,0,0,0,1,0,0,1,0,1,0,0
4680,3,237,3,7,4062,0,0,0,0,1,0,0,0,1,0,1,0,1
9577,3,187,2,10,5064,1,0,0,0,0,1,0,1,0,0,1,0,1
6846,4,250,3,5,4488,1,0,0,0,1,0,1,0,0,0,1,0,0
816,4,176,3,36,1891,1,0,0,0,1,0,0,1,0,0,0,1,1
1474,3,230,2,18,2832,1,0,0,1,0,0,0,0,1,0,0,1,1
2656,3,181,3,34,3306,1,0,0,1,0,0,0,0,1,0,0,1,0
27,5,162,3,31,1435,1,0,1,0,0,0,0,0,1,0,0,1,0
9801,3,192,4,7,4741,1,0,1,0,0,0,0,0,1,0,0,1,1
8391,5,190,2,1,5005,0,0,1,0,0,0,0,0,1,0,1,0,0
5485,4,113,3,10,4053,1,0,0,0,0,1,1,0,0,0,0,1,1
7245,3,205,4,2,5294,0,0,1,0,0,0,0,1,0,0,1,0,0
7316,5,241,3,7,5134,1,1,0,0,0,0,0,0,1,0,1,0,1
430,5,208,3,45,2018,1,0,0,1,0,0,0,0,1,0,1,0,1
2200,5,116,5,56,1130,1,0,0,1,0,0,1,0,0,1,0,0,1
6097,3,160,3,8,4106,0,0,0,0,0,1,0,0,1,0,1,0,1
1702,5,188,3,50,3992,1,0,0,1,0,0,0,0,1,0,0,1,1
10189,4,228,5,6,1874,0,0,0,0,0,1,0,0,1,0,1,0,1
4876,4,237,3,7,4785,0,0,0,1,0,0,0,0,1,0,1,0,1
8156,3,250,2,5,4232,0,1,0,0,0,0,0,0,1,0,1,0,1
2644,4,264,2,38,3877,1,0,0,1,0,0,0,0,1,0,1,0,1
6708,5,271,4,3,4610,1,0,0,0,1,0,1,0,0,0,1,0,0
4617,4,168,4,4,4676,0,0,1,0,0,0,0,0,1,0,0,1,1
8237,6,217,4,3,5571,0,0,0,0,0,1,0,0,1,0,0,1,0
10723,5,221,5,7,1958,1,0,0,0,0,1,0,0,1,0,1,0,0
10992,5,236,5,3,1906,0,0,0,0,1,0,0,0,1,0,0,1,0
7070,4,248,6,5,4212,0,1,0,0,0,0,0,0,1,0,0,1,0
949,4,258,3,53,2428,1,0,0,0,0,1,0,1,0,0,0,1,0
7246,3,186,2,3,5818,0,0,0,1,0,0,0,1,0,0,0,1,0
9211,3,151,2,3,4759,0,0,0,0,0,1,0,0,1,0,1,0,1
420,3,184,5,58,2544,1,0,0,0,1,0,1,0,0,0,0,1,1
7483,6,284,4,7,1584,0,0,0,0,0,1,0,0,1,0,1,0,0
2637,3,254,4,33,2542,1,0,1,0,0,0,0,0,1,0,1,0,1
6593,5,281,4,8,1220,0,0,0,0,0,1,0,0,1,0,0,1,0
2518,3,175,3,4,1519,1,0,0,1,0,0,0,0,1,0,0,1,0
7472,4,254,5,2,1573,1,1,0,0,0,0,0,0,1,0,1,0,0
8732,6,268,4,5,4126,1,1,0,0,0,0,0,0,1,0,0,1,0
7918,5,182,2,6,4121,1,0,0,1,0,0,0,0,1,0,1,0,0
2634,4,273,3,25,3717,1,0,0,0,1,0,0,0,1,0,0,1,1
609,4,158,3,11,1224,1,0,1,0,0,0,0,0,1,0,0,1,0
3900,3,220,3,8,4148,0,0,0,0,1,0,0,0,1,0,0,1,0
8118,4,163,2,10,5529,1,0,0,0,1,0,0,0,1,0,0,1,1
7398,7,295,4,9,1235,0,0,0,0,1,0,1,0,0,0,1,0,1
1845,4,201,10,17,2059,1,0,1,0,0,0,0,0,1,0,0,1,0
507,5,230,3,3,2923,1,0,1,0,0,0,0,0,1,0,0,1,1
42,3,137,2,38,1647,1,0,0,0,1,0,0,0,1,0,0,1,0
6842,3,214,2,7,4938,0,1,0,0,0,0,0,1,0,1,0,0,1
3959,5,256,3,6,5604,1,0,0,0,0,1,0,1,0,0,0,1,0
3142,4,135,3,4,4651,1,0,0,1,0,0,0,1,0,0,1,0,1
10463,5,257,5,6,1101,0,0,0,0,0,1,0,0,1,0,0,1,1
8031,5,263,5,10,1059,0,0,1,0,0,0,0,0,1,0,0,1,1
8162,5,257,3,9,5972,0,1,0,0,0,0,0,0,1,0,0,1,1
7174,5,271,4,9,1989,0,0,0,1,0,0,0,0,1,0,1,0,0
8159,3,173,2,4,5521,0,0,0,0,0,1,0,0,1,0,0,1,1
1471,5,243,2,4,3681,1,0,0,0,0,1,0,0,1,0,0,1,1
5682,2,182,3,6,4112,1,0,0,0,1,0,0,0,1,1,0,0,0
2133,3,186,3,49,2356,1,0,1,0,0,0,0,0,1,0,0,1,0
9083,4,233,3,7,5604,1,0,0,0,0,1,0,0,1,0,0,1,1
5836,4,168,3,3,4653,1,0,0,1,0,0,0,0,1,0,1,0,0
7391,5,224,2,10,5674,0,0,0,0,0,1,0,1,0,0,0,1,1
7331,4,162,4,7,5294,0,0,0,0,0,1,0,0,1,0,0,1,0
6180,4,235,3,4,5289,1,0,0,0,1,0,1,0,0,0,1,0,1
988,3,223,3,31,3942,1,0,0,1,0,0,0,0,1,0,0,1,1
1260,5,197,2,12,3400,1,0,0,0,1,0,0,0,1,0,1,0,1
1266,4,221,2,13,3097,1,0,0,0,1,0,0,0,1,0,1,0,1
2113,6,164,5,20,1555,1,0,0,0,0,1,0,0,1,0,1,0,0
2757,3,231,2,44,3688,1,0,1,0,0,0,0,0,1,0,1,0,0
10464,5,228,5,2,1950,1,0,0,0,1,0,0,0,1,0,1,0,1
4025,3,240,3,4,5056,1,0,0,0,0,1,0,0,1,0,1,0,1
5113,5,154,2,5,5528,0,0,0,0,0,1,0,0,1,0,1,0,1
8134,4,226,2,1,4532,0,0,0,1,0,0,0,0,1,0,1,0,0
9294,4,217,2,4,5539,0,0,0,0,1,0,0,1,0,0,1,0,0
7553,3,168,2,10,4583,1,0,0,0,0,1,0,0,1,0,1,0,1
10902,5,210,3,9,5912,0,0,0,0,1,0,0,0,1,0,0,1,0
7211,7,299,4,4,1052,1,0,0,0,0,1,0,0,1,0,1,0,0
5971,6,202,4,6,4249,0,0,0,0,0,1,0,0,1,0,0,1,1
6019,6,282,4,3,1385,0,0,0,0,0,1,0,1,0,0,0,1,0
576,4,230,3,40,2225,1,0,0,0,1,0,0,0,1,0,0,1,0
3061,3,237,4,28,3903,1,0,0,0,0,1,0,0,1,0,1,0,0
1315,5,186,4,23,3981,1,0,0,0,0,1,0,0,1,0,1,0,0
2401,5,259,3,43,2685,1,0,0,0,0,1,0,0,1,0,0,1,1
10479,4,276,5,2,1246,0,0,1,0,0,0,0,0,1,0,1,0,1
2229,3,239,3,63,2154,1,0,1,0,0,0,0,0,1,0,1,0,1
794,4,255,4,14,3099,1,1,0,0,0,0,0,0,1,0,1,0,0
1324,3,171,3,24,1300,1,0,0,1,0,0,0,0,1,0,0,1,1
1075,5,239,3,47,3673,1,0,0,0,0,1,0,1,0,0,1,0,1
3787,3,245,4,9,4139,0,0,0,0,0,1,0,0,1,0,1,0,0
6378,4,174,2,2,5892,0,0,0,0,1,0,0,0,1,0,0,1,1
9445,4,259,5,6,1827,1,0,0,0,0,1,0,1,0,0,1,0,0
9295,3,263,3,1,4645,0,0,0,0,0,1,0,1,0,0,0,1,0
10730,4,253,5,1,1235,0,1,0,0,0,0,0,0,1,0,1,0,1
9001,3,200,3,3,5739,0,0,0,0,0,1,0,0,1,0,1,0,0
6807,3,151,6,6,4279,0,0,1,0,0,0,0,0,1,0,1,0,1
8066,3,256,4,6,4814,1,1,0,0,0,0,0,1,0,0,1,0,0
9594,4,251,5,8,4573,0,0,0,0,1,0,1,0,0,1,0,0,0
7154,5,223,5,2,1400,0,1,0,0,0,0,0,0,1,0,1,0,0
1605,5,140,4,58,1175,1,0,1,0,0,0,0,0,1,1,0,0,0
9484,3,218,2,6,4072,0,0,0,1,0,0,0,0,1,0,0,1,1
1841,3,136,2,54,1056,1,0,0,0,0,1,0,0,1,0,0,1,1
7886,5,169,4,6,4253,1,1,0,0,0,0,0,0,1,0,1,0,0
3131,4,232,3,55,2686,1,0,0,0,0,1,0,1,0,0,0,1,0
6333,3,269,2,2,4177,0,0,1,0,0,0,0,0,1,0,0,1,0
4341,5,260,2,10,5633,0,0,1,0,0,0,0,0,1,0,1,0,0
964,6,291,5,53,1682,1,0,0,1,0,0,1,0,0,0,0,1,1
9765,4,155,2,6,5942,0,0,1,0,0,0,0,0,1,0,0,1,1
10048,3,171,4,6,5398,0,0,0,1,0,0,0,0,1,0,0,1,1
9257,3,287,5,1,5263,1,0,0,0,0,1,0,0,1,1,0,0,0
4142,3,149,2,7,4147,1,1,0,0,0,0,0,0,1,0,0,1,1
2119,3,218,3,19,3770,1,0,0,0,0,1,0,0,1,0,1,0,0
8412,4,273,2,1,5759,1,0,0,0,1,0,0,0,1,0,1,0,0
6366,3,227,3,9,4892,1,0,0,0,1,0,0,0,1,1,0,0,0
6739,5,179,5,3,4333,1,0,0,0,0,1,0,0,1,0,1,0,0
5233,3,221,10,7,5743,1,0,0,0,0,1,0,0,1,0,0,1,1
568,3,205,5,35,2988,1,0,0,1,0,0,0,0,1,0,0,1,0
1412,6,118,2,2,1744,1,1,0,0,0,0,0,0,1,0,1,0,1
1001,3,181,3,22,3266,1,0,0,0,0,1,0,0,1,0,0,1,0
6901,6,266,4,6,1201,0,0,0,0,0,1,0,0,1,0,1,0,1
10664,5,262,5,1,1483,0,1,0,0,0,0,0,1,0,0,0,1,0
5131,5,265,3,5,4951,1,0,0,0,0,1,0,0,1,1,0,0,0
3871,4,265,4,3,4283,1,0,0,0,0,1,0,0,1,0,0,1,0
2657,3,272,3,44,2548,1,0,0,0,0,1,0,0,1,0,1,0,0
3610,2,152,4,6,4606,1,0,0,1,0,0,0,0,1,0,1,0,0
8679,4,196,2,3,5505,0,0,1,0,0,0,0,0,1,0,0,1,1
3861,4,226,2,2,5881,1,0,1,0,0,0,0,0,1,1,0,0,0
6431,3,201,6,10,5077,1,0,0,0,0,1,0,1,0,0,0,1,0
1448,5,177,3,1,1916,1,1,0,0,0,0,0,0,1,0,1,0,1
3076,3,149,2,7,1145,1,0,0,1,0,0,0,0,1,0,0,1,0
4424,3,251,2,3,5168,0,1,0,0,0,0,0,0,1,0,1,0,0
10118,4,163,3,2,4887,0,1,0,0,0,0,0,1,0,0,0,1,1
9391,4,253,3,4,5236,0,0,0,0,0,1,0,0,1,0,0,1,1
9263,3,148,2,9,5095,1,0,0,0,0,1,0,0,1,0,0,1,1
9402,6,257,4,2,1694,0,0,0,0,1,0,0,0,1,0,1,0,1
8757,5,197,5,1,5581,0,0,1,0,0,0,0,1,0,0,1,0,1
6511,5,222,5,5,1329,0,0,0,0,0,1,0,0,1,0,1,0,1
5249,7,306,4,2,1281,0,0,0,0,0,1,0,0,1,0,0,1,1
3053,5,264,2,61,2025,1,0,0,0,0,1,0,0,1,0,1,0,1
7510,7,282,4,2,1566,0,0,0,1,0,0,0,1,0,0,1,0,1
8082,4,115,3,7,4609,0,0,0,0,1,0,1,0,0,0,0,1,0
7022,3,179,2,10,4828,0,1,0,0,0,0,0,0,1,0,0,1,1
7747,5,262,5,5,1916,1,0,0,0,0,1,0,0,1,0,1,0,1
8668,3,152,3,1,4949,1,0,0,1,0,0,0,0,1,0,1,0,0
8939,4,208,3,7,4525,1,0,0,0,0,1,0,0,1,0,0,1,1
7304,3,274,3,3,5157,0,1,0,0,0,0,0,0,1,0,0,1,0
6010,5,227,5,7,1620,1,0,0,1,0,0,0,1,0,0,1,0,0
10036,4,240,5,8,4314,0,0,0,1,0,0,0,0,1,0,0,1,0
1466,4,192,3,15,3460,1,1,0,0,0,0,0,0,1,0,1,0,1
7504,6,263,4,1,1258,1,0,0,1,0,0,0,0,1,0,1,0,1
10303,4,259,2,10,5265,0,0,0,0,0,1,0,0,1,1,0,0,1
4094,6,192,6,7,4014,1,1,0,0,0,0,0,1,0,0,0,1,0
8825,2,258,5,10,1221,1,0,0,0,0,1,0,0,1,0,1,0,0
5978,5,158,2,4,5736,1,1,0,0,0,0,0,0,1,0,1,0,0
2826,2,172,3,11,1522,1,0,0,0,1,0,0,0,1,0,0,1,1
3624,2,233,3,10,5211,1,0,0,0,1,0,0,0,1,0,0,1,0
1476,4,159,3,13,1445,1,0,0,0,1,0,0,0,1,0,0,1,0
1810,4,274,2,11,3013,1,0,0,1,0,0,0,0,1,0,1,0,0
1977,3,147,3,16,1563,1,0,1,0,0,0,0,0,1,0,1,0,0
3707,5,142,2,7,5341,0,0,0,0,0,1,1,0,0,1,0,0,0
4468,3,193,3,3,5154,0,0,0,1,0,0,0,0,1,0,0,1,0
10371,4,170,3,2,5671,0,0,1,0,0,0,0,0,1,0,1,0,0
9862,4,171,2,1,4439,0,0,0,1,0,0,1,0,0,0,0,1,1
9784,4,267,3,9,5254,0,0,0,1,0,0,0,0,1,0,0,1,0
2363,5,141,2,14,1114,1,0,0,0,0,1,0,0,1,0,0,1,0
9845,4,161,3,3,4590,0,0,0,0,0,1,0,1,0,0,0,1,0
10474,3,236,4,2,1016,0,0,0,1,0,0,0,0,1,0,0,1,0
1847,5,269,3,2,2136,1,0,0,0,0,1,0,0,1,0,0,1,1
6544,6,286,4,5,1750,1,0,0,1,0,0,0,0,1,0,1,0,0
8721,4,198,2,9,4108,0,0,1,0,0,0,0,0,1,0,0,1,1
9660,5,238,6,9,1192,0,0,0,0,1,0,0,0,1,0,1,0,1
10645,4,260,3,4,5770,1,0,0,0,0,1,0,0,1,0,0,1,1
3270,5,141,2,4,5257,0,0,0,0,1,0,0,1,0,0,0,1,0
3293,5,257,4,9,5088,0,0,0,0,0,1,1,0,0,0,0,1,0
2549,3,176,2,34,1856,1,0,0,0,0,1,0,0,1,0,0,1,0
309,5,266,3,53,3089,1,0,1,0,0,0,0,0,1,0,0,1,1
3813,2,111,2,4,4473,1,0,1,0,0,0,0,1,0,0,1,0,0
9053,4,238,2,1,5229,0,0,0,0,0,1,1,0,0,0,1,0,0
4072,5,243,2,9,4828,1,0,0,1,0,0,0,0,1,0,1,0,1
10684,3,169,3,4,5659,0,0,0,1,0,0,1,0,0,0,1,0,1
4984,4,196,3,1,5172,1,0,0,1,0,0,0,0,1,0,1,0,0
9465,5,207,3,1,4112,0,0,1,0,0,0,1,0,0,0,1,0,1
10843,4,154,2,1,5578,0,0,0,0,0,1,0,0,1,0,1,0,0
4422,3,207,2,10,4706,0,0,0,0,1,0,0,0,1,0,0,1,0
10414,4,259,5,2,1066,1,0,0,1,0,0,1,0,0,0,0,1,0
2544,5,243,3,43,2866,1,0,0,0,1,0,0,0,1,0,1,0,1
1645,4,143,8,12,1326,1,0,0,0,0,1,1,0,0,0,0,1,0
6527,5,222,3,10,4597,0,0,0,0,0,1,0,0,1,0,0,1,1
3350,4,157,2,6,5937,0,1,0,0,0,0,0,0,1,0,0,1,0
